timezero,unit,target,value
2011-01-17,US National,3 wk ahead,4.46504
2011-01-17,US National,4 wk ahead,4.55124
2011-01-17,US National,Season peak percentage,4.55159
2011-01-17,US National,Season peak week,2011-01-31
2011-01-17,US National,Season onset,2010-12-20
2011-01-24,US National,1 wk ahead,4.55159
2011-01-24,US National,2 wk ahead,4.46504
2011-01-24,US National,3 wk ahead,4.55124
2011-01-24,US National,4 wk ahead,4.0822
2011-01-24,US National,Season peak percentage,4.55159
2011-01-24,US National,Season peak week,2011-01-31
2011-01-24,US National,Season onset,2010-12-20
2011-01-31,US National,1 wk ahead,4.46504
2011-01-31,US National,2 wk ahead,4.55124
2011-01-31,US National,3 wk ahead,4.0822
2011-01-31,US National,4 wk ahead,3.38812
2011-01-31,US National,Season peak percentage,4.55159
2011-01-31,US National,Season peak week,2011-01-31
2011-01-31,US National,Season onset,2010-12-20
2011-02-07,US National,1 wk ahead,4.55124
2011-02-07,US National,2 wk ahead,4.0822
2011-02-07,US National,3 wk ahead,3.38812
2011-02-07,US National,4 wk ahead,2.99142
2011-02-07,US National,Season peak percentage,4.55159
2011-02-07,US National,Season peak week,2011-01-31
2011-02-07,US National,Season onset,2010-12-20
2011-02-14,US National,1 wk ahead,4.0822
2011-02-14,US National,2 wk ahead,3.38812
2011-02-14,US National,3 wk ahead,2.99142
2011-02-14,US National,4 wk ahead,2.61542
2011-02-14,US National,Season peak percentage,4.55159
2011-02-14,US National,Season peak week,2011-01-31
2011-02-14,US National,Season onset,2010-12-20
2011-02-21,US National,1 wk ahead,3.38812
2011-02-21,US National,2 wk ahead,2.99142
2011-02-21,US National,3 wk ahead,2.61542
2011-02-21,US National,4 wk ahead,2.09065
2011-02-21,US National,Season peak percentage,4.55159
2011-02-21,US National,Season peak week,2011-01-31
2011-02-21,US National,Season onset,2010-12-20
2011-02-28,US National,1 wk ahead,2.99142
2011-02-28,US National,2 wk ahead,2.61542
2011-02-28,US National,3 wk ahead,2.09065
2011-02-28,US National,4 wk ahead,1.86146
2011-02-28,US National,Season peak percentage,4.55159
2011-02-28,US National,Season peak week,2011-01-31
2011-02-28,US National,Season onset,2010-12-20
2011-03-07,US National,1 wk ahead,2.61542
2011-03-07,US National,2 wk ahead,2.09065
2011-03-07,US National,3 wk ahead,1.86146
2011-03-07,US National,4 wk ahead,1.61377
2011-03-07,US National,Season peak percentage,4.55159
2011-03-07,US National,Season peak week,2011-01-31
2011-03-07,US National,Season onset,2010-12-20
2011-03-14,US National,1 wk ahead,2.09065
2011-03-14,US National,2 wk ahead,1.86146
2011-03-14,US National,3 wk ahead,1.61377
2011-03-14,US National,4 wk ahead,1.42199
2011-03-14,US National,Season peak percentage,4.55159
2011-03-14,US National,Season peak week,2011-01-31
2011-03-14,US National,Season onset,2010-12-20
2011-03-21,US National,1 wk ahead,1.86146
2011-03-21,US National,2 wk ahead,1.61377
2011-03-21,US National,3 wk ahead,1.42199
2011-03-21,US National,4 wk ahead,1.3382
2011-03-21,US National,Season peak percentage,4.55159
2011-03-21,US National,Season peak week,2011-01-31
2011-03-21,US National,Season onset,2010-12-20
2011-03-28,US National,1 wk ahead,1.61377
2011-03-28,US National,2 wk ahead,1.42199
2011-03-28,US National,3 wk ahead,1.3382
2011-03-28,US National,4 wk ahead,1.19995
2011-03-28,US National,Season peak percentage,4.55159
2011-03-28,US National,Season peak week,2011-01-31
2011-03-28,US National,Season onset,2010-12-20
2011-04-04,US National,1 wk ahead,1.42199
2011-04-04,US National,2 wk ahead,1.3382
2011-04-04,US National,3 wk ahead,1.19995
2011-04-04,US National,4 wk ahead,1.14889
2011-04-04,US National,Season peak percentage,4.55159
2011-04-04,US National,Season peak week,2011-01-31
2011-04-04,US National,Season onset,2010-12-20
2011-04-11,US National,1 wk ahead,1.3382
2011-04-11,US National,2 wk ahead,1.19995
2011-04-11,US National,3 wk ahead,1.14889
2011-04-11,US National,4 wk ahead,1.12194
2011-04-11,US National,Season peak percentage,4.55159
2011-04-11,US National,Season peak week,2011-01-31
2011-04-11,US National,Season onset,2010-12-20
2011-04-18,US National,1 wk ahead,1.19995
2011-04-18,US National,2 wk ahead,1.14889
2011-04-18,US National,3 wk ahead,1.12194
2011-04-18,US National,4 wk ahead,1.06712
2011-04-18,US National,Season peak percentage,4.55159
2011-04-18,US National,Season peak week,2011-01-31
2011-04-18,US National,Season onset,2010-12-20
2011-04-25,US National,1 wk ahead,1.14889
2011-04-25,US National,2 wk ahead,1.12194
2011-04-25,US National,3 wk ahead,1.06712
2011-04-25,US National,4 wk ahead,1.05058
2011-04-25,US National,Season peak percentage,4.55159
2011-04-25,US National,Season peak week,2011-01-31
2011-04-25,US National,Season onset,2010-12-20
2011-05-02,US National,1 wk ahead,1.12194
2011-05-02,US National,2 wk ahead,1.06712
2011-05-02,US National,3 wk ahead,1.05058
2011-05-02,US National,4 wk ahead,1.15203
2011-05-02,US National,Season peak percentage,4.55159
2011-05-02,US National,Season peak week,2011-01-31
2011-05-02,US National,Season onset,2010-12-20
2011-05-09,US National,1 wk ahead,1.06712
2011-05-09,US National,2 wk ahead,1.05058
2011-05-09,US National,3 wk ahead,1.15203
2011-05-09,US National,4 wk ahead,0.970975
2011-05-09,US National,Season peak percentage,4.55159
2011-05-09,US National,Season peak week,2011-01-31
2011-05-09,US National,Season onset,2010-12-20
2011-05-16,US National,1 wk ahead,1.05058
2011-05-16,US National,2 wk ahead,1.15203
2011-05-16,US National,3 wk ahead,0.970975
2011-05-16,US National,4 wk ahead,0.894683
2011-05-16,US National,Season peak percentage,4.55159
2011-05-16,US National,Season peak week,2011-01-31
2011-05-16,US National,Season onset,2010-12-20
2011-05-23,US National,1 wk ahead,1.15203
2011-05-23,US National,2 wk ahead,0.970975
2011-05-23,US National,3 wk ahead,0.894683
2011-05-23,US National,4 wk ahead,0.843568
2011-05-23,US National,Season peak percentage,4.55159
2011-05-23,US National,Season peak week,2011-01-31
2011-05-23,US National,Season onset,2010-12-20
2011-05-30,US National,1 wk ahead,0.970975
2011-05-30,US National,2 wk ahead,0.894683
2011-05-30,US National,3 wk ahead,0.843568
2011-05-30,US National,4 wk ahead,0.815409
2011-05-30,US National,Season peak percentage,4.55159
2011-05-30,US National,Season peak week,2011-01-31
2011-05-30,US National,Season onset,2010-12-20
2011-06-06,US National,1 wk ahead,0.894683
2011-06-06,US National,2 wk ahead,0.843568
2011-06-06,US National,3 wk ahead,0.815409
2011-06-06,US National,4 wk ahead,0.823052
2011-06-06,US National,Season peak percentage,4.55159
2011-06-06,US National,Season peak week,2011-01-31
2011-06-06,US National,Season onset,2010-12-20
2011-06-13,US National,1 wk ahead,0.843568
2011-06-13,US National,2 wk ahead,0.815409
2011-06-13,US National,3 wk ahead,0.823052
2011-06-13,US National,4 wk ahead,0.674635
2011-06-13,US National,Season peak percentage,4.55159
2011-06-13,US National,Season peak week,2011-01-31
2011-06-13,US National,Season onset,2010-12-20
2011-06-20,US National,1 wk ahead,0.815409
2011-06-20,US National,2 wk ahead,0.823052
2011-06-20,US National,3 wk ahead,0.674635
2011-06-20,US National,4 wk ahead,0.631883
2011-06-20,US National,Season peak percentage,4.55159
2011-06-20,US National,Season peak week,2011-01-31
2011-06-20,US National,Season onset,2010-12-20
2011-06-27,US National,1 wk ahead,0.823052
2011-06-27,US National,2 wk ahead,0.674635
2011-06-27,US National,3 wk ahead,0.631883
2011-06-27,US National,4 wk ahead,0.641513
2011-06-27,US National,Season peak percentage,4.55159
2011-06-27,US National,Season peak week,2011-01-31
2011-06-27,US National,Season onset,2010-12-20
2011-07-04,US National,1 wk ahead,0.674635
2011-07-04,US National,2 wk ahead,0.631883
2011-07-04,US National,3 wk ahead,0.641513
2011-07-04,US National,4 wk ahead,0.529813
2011-07-04,US National,Season peak percentage,4.55159
2011-07-04,US National,Season peak week,2011-01-31
2011-07-04,US National,Season onset,2010-12-20
2011-07-11,US National,1 wk ahead,0.631883
2011-07-11,US National,2 wk ahead,0.641513
2011-07-11,US National,3 wk ahead,0.529813
2011-07-11,US National,4 wk ahead,0.644089
2011-07-11,US National,Season peak percentage,4.55159
2011-07-11,US National,Season peak week,2011-01-31
2011-07-11,US National,Season onset,2010-12-20
2011-07-18,US National,1 wk ahead,0.641513
2011-07-18,US National,2 wk ahead,0.529813
2011-07-18,US National,3 wk ahead,0.644089
2011-07-18,US National,4 wk ahead,0.667718
2011-07-18,US National,Season peak percentage,4.55159
2011-07-18,US National,Season peak week,2011-01-31
2011-07-18,US National,Season onset,2010-12-20
2010-07-26,HHS Region 1,1 wk ahead,0.35679646421775
2010-07-26,HHS Region 1,2 wk ahead,0.42054728578869
2010-07-26,HHS Region 1,3 wk ahead,0.32461518300333
2010-07-26,HHS Region 1,4 wk ahead,0.26672275485035
2010-07-26,HHS Region 1,Season peak percentage,2.32248
2010-07-26,HHS Region 1,Season peak week,2011-02-21
2010-07-26,HHS Region 1,Season onset,2011-01-24
2010-08-02,HHS Region 1,1 wk ahead,0.42054728578869
2010-08-02,HHS Region 1,2 wk ahead,0.32461518300333
2010-08-02,HHS Region 1,3 wk ahead,0.26672275485035
2010-08-02,HHS Region 1,4 wk ahead,0.240130688028
2010-08-02,HHS Region 1,Season peak percentage,2.32248
2010-08-02,HHS Region 1,Season peak week,2011-02-21
2010-08-02,HHS Region 1,Season onset,2011-01-24
2010-08-09,HHS Region 1,1 wk ahead,0.32461518300333
2010-08-09,HHS Region 1,2 wk ahead,0.26672275485035
2010-08-09,HHS Region 1,3 wk ahead,0.240130688028
2010-08-09,HHS Region 1,4 wk ahead,0.42352593939085
2010-08-09,HHS Region 1,Season peak percentage,2.32248
2010-08-09,HHS Region 1,Season peak week,2011-02-21
2010-08-09,HHS Region 1,Season onset,2011-01-24
2010-08-16,HHS Region 1,1 wk ahead,0.26672275485035
2010-08-16,HHS Region 1,2 wk ahead,0.240130688028
2010-08-16,HHS Region 1,3 wk ahead,0.42352593939085
2010-08-16,HHS Region 1,4 wk ahead,0.40425599953626
2010-08-16,HHS Region 1,Season peak percentage,2.32248
2010-08-16,HHS Region 1,Season peak week,2011-02-21
2010-08-16,HHS Region 1,Season onset,2011-01-24
2010-08-23,HHS Region 1,1 wk ahead,0.240130688028
2010-08-23,HHS Region 1,2 wk ahead,0.42352593939085
2010-08-23,HHS Region 1,3 wk ahead,0.40425599953626
2010-08-23,HHS Region 1,4 wk ahead,0.44641767224255
2010-08-23,HHS Region 1,Season peak percentage,2.32248
2010-08-23,HHS Region 1,Season peak week,2011-02-21
2010-08-23,HHS Region 1,Season onset,2011-01-24
2010-08-30,HHS Region 1,1 wk ahead,0.42352593939085
2010-08-30,HHS Region 1,2 wk ahead,0.40425599953626
2010-08-30,HHS Region 1,3 wk ahead,0.44641767224255
2010-08-30,HHS Region 1,4 wk ahead,0.35744473874871
2010-08-30,HHS Region 1,Season peak percentage,2.32248
2010-08-30,HHS Region 1,Season peak week,2011-02-21
2010-08-30,HHS Region 1,Season onset,2011-01-24
2010-09-06,HHS Region 1,1 wk ahead,0.40425599953626
2010-09-06,HHS Region 1,2 wk ahead,0.44641767224255
2010-09-06,HHS Region 1,3 wk ahead,0.35744473874871
2010-09-06,HHS Region 1,4 wk ahead,0.415796
2010-09-06,HHS Region 1,Season peak percentage,2.32248
2010-09-06,HHS Region 1,Season peak week,2011-02-21
2010-09-06,HHS Region 1,Season onset,2011-01-24
2010-09-13,HHS Region 1,1 wk ahead,0.44641767224255
2010-09-13,HHS Region 1,2 wk ahead,0.35744473874871
2010-09-13,HHS Region 1,3 wk ahead,0.415796
2010-09-13,HHS Region 1,4 wk ahead,0.58519
2010-09-13,HHS Region 1,Season peak percentage,2.32248
2010-09-13,HHS Region 1,Season peak week,2011-02-21
2010-09-13,HHS Region 1,Season onset,2011-01-24
2010-09-20,HHS Region 1,1 wk ahead,0.35744473874871
2010-09-20,HHS Region 1,2 wk ahead,0.415796
2010-09-20,HHS Region 1,3 wk ahead,0.58519
2010-09-20,HHS Region 1,4 wk ahead,0.587396
2010-09-20,HHS Region 1,Season peak percentage,2.32248
2010-09-20,HHS Region 1,Season peak week,2011-02-21
2010-09-20,HHS Region 1,Season onset,2011-01-24
2010-09-27,HHS Region 1,1 wk ahead,0.415796
2010-09-27,HHS Region 1,2 wk ahead,0.58519
2010-09-27,HHS Region 1,3 wk ahead,0.587396
2010-09-27,HHS Region 1,4 wk ahead,0.572541
2010-09-27,HHS Region 1,Season peak percentage,2.32248
2010-09-27,HHS Region 1,Season peak week,2011-02-21
2010-09-27,HHS Region 1,Season onset,2011-01-24
2010-10-04,HHS Region 1,1 wk ahead,0.58519
2010-10-04,HHS Region 1,2 wk ahead,0.587396
2010-10-04,HHS Region 1,3 wk ahead,0.572541
2010-10-04,HHS Region 1,4 wk ahead,0.603793
2010-10-04,HHS Region 1,Season peak percentage,2.32248
2010-10-04,HHS Region 1,Season peak week,2011-02-21
2010-10-04,HHS Region 1,Season onset,2011-01-24
2010-10-11,HHS Region 1,1 wk ahead,0.587396
2010-10-11,HHS Region 1,2 wk ahead,0.572541
2010-10-11,HHS Region 1,3 wk ahead,0.603793
2010-10-11,HHS Region 1,4 wk ahead,0.556758
2010-10-11,HHS Region 1,Season peak percentage,2.32248
2010-10-11,HHS Region 1,Season peak week,2011-02-21
2010-10-11,HHS Region 1,Season onset,2011-01-24
2010-10-18,HHS Region 1,1 wk ahead,0.572541
2010-10-18,HHS Region 1,2 wk ahead,0.603793
2010-10-18,HHS Region 1,3 wk ahead,0.556758
2010-10-18,HHS Region 1,4 wk ahead,0.705164
2010-10-18,HHS Region 1,Season peak percentage,2.32248
2010-10-18,HHS Region 1,Season peak week,2011-02-21
2010-10-18,HHS Region 1,Season onset,2011-01-24
2010-10-25,HHS Region 1,1 wk ahead,0.603793
2010-10-25,HHS Region 1,2 wk ahead,0.556758
2010-10-25,HHS Region 1,3 wk ahead,0.705164
2010-10-25,HHS Region 1,4 wk ahead,0.820865
2010-10-25,HHS Region 1,Season peak percentage,2.32248
2010-10-25,HHS Region 1,Season peak week,2011-02-21
2010-10-25,HHS Region 1,Season onset,2011-01-24
2010-11-01,HHS Region 1,1 wk ahead,0.556758
2010-11-01,HHS Region 1,2 wk ahead,0.705164
2010-11-01,HHS Region 1,3 wk ahead,0.820865
2010-11-01,HHS Region 1,4 wk ahead,0.689018
2010-11-01,HHS Region 1,Season peak percentage,2.32248
2010-11-01,HHS Region 1,Season peak week,2011-02-21
2010-11-01,HHS Region 1,Season onset,2011-01-24
2010-11-08,HHS Region 1,1 wk ahead,0.705164
2010-11-08,HHS Region 1,2 wk ahead,0.820865
2010-11-08,HHS Region 1,3 wk ahead,0.689018
2010-11-08,HHS Region 1,4 wk ahead,0.760426
2010-11-08,HHS Region 1,Season peak percentage,2.32248
2010-11-08,HHS Region 1,Season peak week,2011-02-21
2010-11-08,HHS Region 1,Season onset,2011-01-24
2010-11-15,HHS Region 1,1 wk ahead,0.820865
2010-11-15,HHS Region 1,2 wk ahead,0.689018
2010-11-15,HHS Region 1,3 wk ahead,0.760426
2010-11-15,HHS Region 1,4 wk ahead,0.802437
2010-11-15,HHS Region 1,Season peak percentage,2.32248
2010-11-15,HHS Region 1,Season peak week,2011-02-21
2010-11-15,HHS Region 1,Season onset,2011-01-24
2010-11-22,HHS Region 1,1 wk ahead,0.689018
2010-11-22,HHS Region 1,2 wk ahead,0.760426
2010-11-22,HHS Region 1,3 wk ahead,0.802437
2010-11-22,HHS Region 1,4 wk ahead,1.01492
2010-11-22,HHS Region 1,Season peak percentage,2.32248
2010-11-22,HHS Region 1,Season peak week,2011-02-21
2010-11-22,HHS Region 1,Season onset,2011-01-24
2010-11-29,HHS Region 1,1 wk ahead,0.760426
2010-11-29,HHS Region 1,2 wk ahead,0.802437
2010-11-29,HHS Region 1,3 wk ahead,1.01492
2010-11-29,HHS Region 1,4 wk ahead,1.13074
2010-11-29,HHS Region 1,Season peak percentage,2.32248
2010-11-29,HHS Region 1,Season peak week,2011-02-21
2010-11-29,HHS Region 1,Season onset,2011-01-24
2010-12-06,HHS Region 1,1 wk ahead,0.802437
2010-12-06,HHS Region 1,2 wk ahead,1.01492
2010-12-06,HHS Region 1,3 wk ahead,1.13074
2010-12-06,HHS Region 1,4 wk ahead,0.959888
2010-12-06,HHS Region 1,Season peak percentage,2.32248
2010-12-06,HHS Region 1,Season peak week,2011-02-21
2010-12-06,HHS Region 1,Season onset,2011-01-24
2010-12-13,HHS Region 1,1 wk ahead,1.01492
2010-12-13,HHS Region 1,2 wk ahead,1.13074
2010-12-13,HHS Region 1,3 wk ahead,0.959888
2010-12-13,HHS Region 1,4 wk ahead,1.18688
2010-12-13,HHS Region 1,Season peak percentage,2.32248
2010-12-13,HHS Region 1,Season peak week,2011-02-21
2010-12-13,HHS Region 1,Season onset,2011-01-24
2010-12-20,HHS Region 1,1 wk ahead,1.13074
2010-12-20,HHS Region 1,2 wk ahead,0.959888
2010-12-20,HHS Region 1,3 wk ahead,1.18688
2010-12-20,HHS Region 1,4 wk ahead,1.20524
2010-12-20,HHS Region 1,Season peak percentage,2.32248
2010-12-20,HHS Region 1,Season peak week,2011-02-21
2010-12-20,HHS Region 1,Season onset,2011-01-24
2010-12-27,HHS Region 1,1 wk ahead,0.959888
2010-12-27,HHS Region 1,2 wk ahead,1.18688
2010-12-27,HHS Region 1,3 wk ahead,1.20524
2010-12-27,HHS Region 1,4 wk ahead,1.40872
2010-12-27,HHS Region 1,Season peak percentage,2.32248
2010-12-27,HHS Region 1,Season peak week,2011-02-21
2010-12-27,HHS Region 1,Season onset,2011-01-24
2011-01-03,HHS Region 1,1 wk ahead,1.18688
2011-01-03,HHS Region 1,2 wk ahead,1.20524
2011-01-03,HHS Region 1,3 wk ahead,1.40872
2011-01-03,HHS Region 1,4 wk ahead,1.87486
2011-01-03,HHS Region 1,Season peak percentage,2.32248
2011-01-03,HHS Region 1,Season peak week,2011-02-21
2011-01-03,HHS Region 1,Season onset,2011-01-24
2011-01-10,HHS Region 1,1 wk ahead,1.20524
2011-01-10,HHS Region 1,2 wk ahead,1.40872
2011-01-10,HHS Region 1,3 wk ahead,1.87486
2011-01-10,HHS Region 1,4 wk ahead,1.99294
2011-01-10,HHS Region 1,Season peak percentage,2.32248
2011-01-10,HHS Region 1,Season peak week,2011-02-21
2011-01-10,HHS Region 1,Season onset,2011-01-24
2011-01-17,HHS Region 1,1 wk ahead,1.40872
2011-01-17,HHS Region 1,2 wk ahead,1.87486
2011-01-17,HHS Region 1,3 wk ahead,1.99294
2011-01-17,HHS Region 1,4 wk ahead,2.31154
2011-01-17,HHS Region 1,Season peak percentage,2.32248
2011-01-17,HHS Region 1,Season peak week,2011-02-21
2011-01-17,HHS Region 1,Season onset,2011-01-24
2011-01-24,HHS Region 1,1 wk ahead,1.87486
2011-01-24,HHS Region 1,2 wk ahead,1.99294
2011-01-24,HHS Region 1,3 wk ahead,2.31154
2011-01-24,HHS Region 1,4 wk ahead,2.32248
2011-01-24,HHS Region 1,Season peak percentage,2.32248
2011-01-24,HHS Region 1,Season peak week,2011-02-21
2011-01-24,HHS Region 1,Season onset,2011-01-24
2011-01-31,HHS Region 1,1 wk ahead,1.99294
2011-01-31,HHS Region 1,2 wk ahead,2.31154
2011-01-31,HHS Region 1,3 wk ahead,2.32248
2011-01-31,HHS Region 1,4 wk ahead,1.75247
2011-01-31,HHS Region 1,Season peak percentage,2.32248
2011-01-31,HHS Region 1,Season peak week,2011-02-21
2011-01-31,HHS Region 1,Season onset,2011-01-24
