timezero,unit,target,value
2016-11-13,US National,Season onset,2016-12-11
2016-11-20,US National,1 wk ahead,1.81129
2016-11-20,US National,2 wk ahead,1.91669
2016-11-20,US National,3 wk ahead,2.20671
2016-11-20,US National,4 wk ahead,2.73096
2016-11-20,US National,Season peak percentage,5.06094
2016-11-20,US National,Season peak week,2017-02-05
2016-11-20,US National,Season onset,2016-12-11
2016-11-27,US National,1 wk ahead,1.91669
2016-11-27,US National,2 wk ahead,2.20671
2016-11-27,US National,3 wk ahead,2.73096
2016-11-27,US National,4 wk ahead,3.36152
2016-11-27,US National,Season peak percentage,5.06094
2016-11-27,US National,Season peak week,2017-02-05
2016-11-27,US National,Season onset,2016-12-11
2016-12-04,US National,1 wk ahead,2.20671
2016-12-04,US National,2 wk ahead,2.73096
2016-12-04,US National,3 wk ahead,3.36152
2016-12-04,US National,4 wk ahead,3.09232
2016-12-04,US National,Season peak percentage,5.06094
2016-12-04,US National,Season peak week,2017-02-05
2016-12-04,US National,Season onset,2016-12-11
2016-12-11,US National,1 wk ahead,2.73096
2016-12-11,US National,2 wk ahead,3.36152
2016-12-11,US National,3 wk ahead,3.09232
2016-12-11,US National,4 wk ahead,3.07623
2016-12-11,US National,Season peak percentage,5.06094
2016-12-11,US National,Season peak week,2017-02-05
2016-12-11,US National,Season onset,2016-12-11
2016-12-18,US National,1 wk ahead,3.36152
2016-12-18,US National,2 wk ahead,3.09232
2016-12-18,US National,3 wk ahead,3.07623
2016-12-18,US National,4 wk ahead,3.50708
2016-12-18,US National,Season peak percentage,5.06094
2016-12-18,US National,Season peak week,2017-02-05
2016-12-18,US National,Season onset,2016-12-11
2016-12-25,US National,1 wk ahead,3.09232
2016-12-25,US National,2 wk ahead,3.07623
2016-12-25,US National,3 wk ahead,3.50708
2016-12-25,US National,4 wk ahead,3.79872
2016-12-25,US National,Season peak percentage,5.06094
2016-12-25,US National,Season peak week,2017-02-05
2016-12-25,US National,Season onset,2016-12-11
2017-01-01,US National,1 wk ahead,3.07623
2017-01-01,US National,2 wk ahead,3.50708
2017-01-01,US National,3 wk ahead,3.79872
2017-01-01,US National,4 wk ahead,4.43601
2017-01-01,US National,Season peak percentage,5.06094
2017-01-01,US National,Season peak week,2017-02-05
2017-01-01,US National,Season onset,2016-12-11
2017-01-08,US National,1 wk ahead,3.50708
2017-01-08,US National,2 wk ahead,3.79872
2017-01-08,US National,3 wk ahead,4.43601
2017-01-08,US National,4 wk ahead,5.06094
2017-01-08,US National,Season peak percentage,5.06094
2017-01-08,US National,Season peak week,2017-02-05
2017-01-08,US National,Season onset,2016-12-11
2017-01-15,US National,1 wk ahead,3.79872
2017-01-15,US National,2 wk ahead,4.43601
2017-01-15,US National,3 wk ahead,5.06094
2017-01-15,US National,4 wk ahead,4.85988
2017-01-15,US National,Season peak percentage,5.06094
2017-01-15,US National,Season peak week,2017-02-05
2017-01-15,US National,Season onset,2016-12-11
2017-01-22,US National,1 wk ahead,4.43601
2017-01-22,US National,2 wk ahead,5.06094
2017-01-22,US National,3 wk ahead,4.85988
2017-01-22,US National,4 wk ahead,4.57809
2017-01-22,US National,Season peak percentage,5.06094
2017-01-22,US National,Season peak week,2017-02-05
2017-01-22,US National,Season onset,2016-12-11
2017-01-29,US National,1 wk ahead,5.06094
2017-01-29,US National,2 wk ahead,4.85988
2017-01-29,US National,3 wk ahead,4.57809
2017-01-29,US National,4 wk ahead,3.55555
2017-01-29,US National,Season peak percentage,5.06094
2017-01-29,US National,Season peak week,2017-02-05
2017-01-29,US National,Season onset,2016-12-11
2017-02-05,US National,1 wk ahead,4.85988
2017-02-05,US National,2 wk ahead,4.57809
2017-02-05,US National,3 wk ahead,3.55555
2017-02-05,US National,4 wk ahead,3.50492
2017-02-05,US National,Season peak percentage,5.06094
2017-02-05,US National,Season peak week,2017-02-05
2017-02-05,US National,Season onset,2016-12-11
2017-02-12,US National,1 wk ahead,4.57809
2017-02-12,US National,2 wk ahead,3.55555
2017-02-12,US National,3 wk ahead,3.50492
2017-02-12,US National,4 wk ahead,3.21406
2017-02-12,US National,Season peak percentage,5.06094
2017-02-12,US National,Season peak week,2017-02-05
2017-02-12,US National,Season onset,2016-12-11
2017-02-19,US National,1 wk ahead,3.55555
2017-02-19,US National,2 wk ahead,3.50492
2017-02-19,US National,3 wk ahead,3.21406
2017-02-19,US National,4 wk ahead,3.09854
2017-02-19,US National,Season peak percentage,5.06094
2017-02-19,US National,Season peak week,2017-02-05
2017-02-19,US National,Season onset,2016-12-11
2017-02-26,US National,1 wk ahead,3.50492
2017-02-26,US National,2 wk ahead,3.21406
2017-02-26,US National,3 wk ahead,3.09854
2017-02-26,US National,4 wk ahead,2.79765
2017-02-26,US National,Season peak percentage,5.06094
2017-02-26,US National,Season peak week,2017-02-05
2017-02-26,US National,Season onset,2016-12-11
2017-03-05,US National,1 wk ahead,3.21406
2017-03-05,US National,2 wk ahead,3.09854
2017-03-05,US National,3 wk ahead,2.79765
2017-03-05,US National,4 wk ahead,2.38646
2017-03-05,US National,Season peak percentage,5.06094
2017-03-05,US National,Season peak week,2017-02-05
2017-03-05,US National,Season onset,2016-12-11
2017-03-12,US National,1 wk ahead,3.09854
2017-03-12,US National,2 wk ahead,2.79765
2017-03-12,US National,3 wk ahead,2.38646
2017-03-12,US National,4 wk ahead,1.96699
2017-03-12,US National,Season peak percentage,5.06094
2017-03-12,US National,Season peak week,2017-02-05
2017-03-12,US National,Season onset,2016-12-11
2017-03-19,US National,1 wk ahead,2.79765
2017-03-19,US National,2 wk ahead,2.38646
2017-03-19,US National,3 wk ahead,1.96699
2017-03-19,US National,4 wk ahead,1.73523
2017-03-19,US National,Season peak percentage,5.06094
2017-03-19,US National,Season peak week,2017-02-05
2017-03-19,US National,Season onset,2016-12-11
2017-03-26,US National,1 wk ahead,2.38646
2017-03-26,US National,2 wk ahead,1.96699
2017-03-26,US National,3 wk ahead,1.73523
2017-03-26,US National,4 wk ahead,1.5635
2017-03-26,US National,Season peak percentage,5.06094
2017-03-26,US National,Season peak week,2017-02-05
2017-03-26,US National,Season onset,2016-12-11
2017-04-02,US National,1 wk ahead,1.96699
2017-04-02,US National,2 wk ahead,1.73523
2017-04-02,US National,3 wk ahead,1.5635
2017-04-02,US National,4 wk ahead,1.4041
2017-04-02,US National,Season peak percentage,5.06094
2017-04-02,US National,Season peak week,2017-02-05
2017-04-02,US National,Season onset,2016-12-11
2017-04-09,US National,1 wk ahead,1.73523
2017-04-09,US National,2 wk ahead,1.5635
2017-04-09,US National,3 wk ahead,1.4041
2017-04-09,US National,4 wk ahead,1.27729
2017-04-09,US National,Season peak percentage,5.06094
2017-04-09,US National,Season peak week,2017-02-05
2017-04-09,US National,Season onset,2016-12-11
2017-04-16,US National,1 wk ahead,1.5635
2017-04-16,US National,2 wk ahead,1.4041
2017-04-16,US National,3 wk ahead,1.27729
2017-04-16,US National,4 wk ahead,1.28245
2017-04-16,US National,Season peak percentage,5.06094
2017-04-16,US National,Season peak week,2017-02-05
2017-04-16,US National,Season onset,2016-12-11
2017-04-23,US National,1 wk ahead,1.4041
2017-04-23,US National,2 wk ahead,1.27729
2017-04-23,US National,3 wk ahead,1.28245
2017-04-23,US National,4 wk ahead,1.16589
2017-04-23,US National,Season peak percentage,5.06094
2017-04-23,US National,Season peak week,2017-02-05
2017-04-23,US National,Season onset,2016-12-11
2017-04-30,US National,1 wk ahead,1.27729
2017-04-30,US National,2 wk ahead,1.28245
2017-04-30,US National,3 wk ahead,1.16589
2017-04-30,US National,4 wk ahead,1.10922
2017-04-30,US National,Season peak percentage,5.06094
2017-04-30,US National,Season peak week,2017-02-05
2017-04-30,US National,Season onset,2016-12-11
2017-05-07,US National,1 wk ahead,1.28245
2017-05-07,US National,2 wk ahead,1.16589
2017-05-07,US National,3 wk ahead,1.10922
2017-05-07,US National,4 wk ahead,1.04387
2017-05-07,US National,Season peak percentage,5.06094
2017-05-07,US National,Season peak week,2017-02-05
2017-05-07,US National,Season onset,2016-12-11
2017-05-14,US National,1 wk ahead,1.16589
2017-05-14,US National,2 wk ahead,1.10922
2017-05-14,US National,3 wk ahead,1.04387
2017-05-14,US National,4 wk ahead,0.905089
2017-05-14,US National,Season peak percentage,5.06094
2017-05-14,US National,Season peak week,2017-02-05
2017-05-14,US National,Season onset,2016-12-11
2017-05-21,US National,1 wk ahead,1.10922
2017-05-21,US National,2 wk ahead,1.04387
2017-05-21,US National,3 wk ahead,0.905089
2017-05-21,US National,4 wk ahead,0.900337
2017-05-21,US National,Season peak percentage,5.06094
2017-05-21,US National,Season peak week,2017-02-05
2017-05-21,US National,Season onset,2016-12-11
2017-05-28,US National,1 wk ahead,1.04387
2017-05-28,US National,2 wk ahead,0.905089
2017-05-28,US National,3 wk ahead,0.900337
2017-05-28,US National,4 wk ahead,0.859539
2017-05-28,US National,Season peak percentage,5.06094
2017-05-28,US National,Season peak week,2017-02-05
2017-05-28,US National,Season onset,2016-12-11
2017-06-04,US National,1 wk ahead,0.905089
2017-06-04,US National,2 wk ahead,0.900337
2017-06-04,US National,3 wk ahead,0.859539
2017-06-04,US National,4 wk ahead,0.818831
2017-06-04,US National,Season peak percentage,5.06094
2017-06-04,US National,Season peak week,2017-02-05
2017-06-04,US National,Season onset,2016-12-11
2017-06-11,US National,1 wk ahead,0.900337
2017-06-11,US National,2 wk ahead,0.859539
2017-06-11,US National,3 wk ahead,0.818831
2017-06-11,US National,4 wk ahead,0.752503
2017-06-11,US National,Season peak percentage,5.06094
2017-06-11,US National,Season peak week,2017-02-05
2017-06-11,US National,Season onset,2016-12-11
2017-06-18,US National,1 wk ahead,0.859539
2017-06-18,US National,2 wk ahead,0.818831
2017-06-18,US National,3 wk ahead,0.752503
2017-06-18,US National,4 wk ahead,0.7372
2017-06-18,US National,Season peak percentage,5.06094
2017-06-18,US National,Season peak week,2017-02-05
2017-06-18,US National,Season onset,2016-12-11
2017-06-25,US National,1 wk ahead,0.818831
2017-06-25,US National,2 wk ahead,0.752503
2017-06-25,US National,3 wk ahead,0.7372
2017-06-25,US National,4 wk ahead,0.733096
2017-06-25,US National,Season peak percentage,5.06094
2017-06-25,US National,Season peak week,2017-02-05
2017-06-25,US National,Season onset,2016-12-11
2017-07-02,US National,1 wk ahead,0.752503
2017-07-02,US National,2 wk ahead,0.7372
2017-07-02,US National,3 wk ahead,0.733096
2017-07-02,US National,4 wk ahead,0.73102
2017-07-02,US National,Season peak percentage,5.06094
2017-07-02,US National,Season peak week,2017-02-05
2017-07-02,US National,Season onset,2016-12-11
2017-07-09,US National,1 wk ahead,0.7372
2017-07-09,US National,2 wk ahead,0.733096
2017-07-09,US National,3 wk ahead,0.73102
2017-07-09,US National,4 wk ahead,0.688338
2017-07-09,US National,Season peak percentage,5.06094
2017-07-09,US National,Season peak week,2017-02-05
2017-07-09,US National,Season onset,2016-12-11
2017-07-16,US National,1 wk ahead,0.733096
2017-07-16,US National,2 wk ahead,0.73102
2017-07-16,US National,3 wk ahead,0.688338
2017-07-16,US National,4 wk ahead,0.732049
2017-07-16,US National,Season peak percentage,5.06094
2017-07-16,US National,Season peak week,2017-02-05
2017-07-16,US National,Season onset,2016-12-11
2016-07-24,HHS Region 1,1 wk ahead,0.379867
2016-07-24,HHS Region 1,2 wk ahead,0.333124
2016-07-24,HHS Region 1,3 wk ahead,0.389443
2016-07-24,HHS Region 1,4 wk ahead,0.401698
2016-07-24,HHS Region 1,Season peak percentage,3.19221
2016-07-24,HHS Region 1,Season peak week,2017-02-05
2016-07-24,HHS Region 1,Season onset,2016-12-25
2016-07-31,HHS Region 1,1 wk ahead,0.333124
2016-07-31,HHS Region 1,2 wk ahead,0.389443
2016-07-31,HHS Region 1,3 wk ahead,0.401698
2016-07-31,HHS Region 1,4 wk ahead,0.386442
2016-07-31,HHS Region 1,Season peak percentage,3.19221
2016-07-31,HHS Region 1,Season peak week,2017-02-05
2016-07-31,HHS Region 1,Season onset,2016-12-25
2016-08-07,HHS Region 1,1 wk ahead,0.389443
2016-08-07,HHS Region 1,2 wk ahead,0.401698
2016-08-07,HHS Region 1,3 wk ahead,0.386442
2016-08-07,HHS Region 1,4 wk ahead,0.564664
2016-08-07,HHS Region 1,Season peak percentage,3.19221
2016-08-07,HHS Region 1,Season peak week,2017-02-05
2016-08-07,HHS Region 1,Season onset,2016-12-25
2016-08-14,HHS Region 1,1 wk ahead,0.401698
2016-08-14,HHS Region 1,2 wk ahead,0.386442
2016-08-14,HHS Region 1,3 wk ahead,0.564664
2016-08-14,HHS Region 1,4 wk ahead,0.579147
2016-08-14,HHS Region 1,Season peak percentage,3.19221
2016-08-14,HHS Region 1,Season peak week,2017-02-05
2016-08-14,HHS Region 1,Season onset,2016-12-25
2016-08-21,HHS Region 1,1 wk ahead,0.386442
2016-08-21,HHS Region 1,2 wk ahead,0.564664
2016-08-21,HHS Region 1,3 wk ahead,0.579147
2016-08-21,HHS Region 1,4 wk ahead,0.602019
2016-08-21,HHS Region 1,Season peak percentage,3.19221
2016-08-21,HHS Region 1,Season peak week,2017-02-05
2016-08-21,HHS Region 1,Season onset,2016-12-25
2016-08-28,HHS Region 1,1 wk ahead,0.564664
2016-08-28,HHS Region 1,2 wk ahead,0.579147
2016-08-28,HHS Region 1,3 wk ahead,0.602019
2016-08-28,HHS Region 1,4 wk ahead,0.572983
2016-08-28,HHS Region 1,Season peak percentage,3.19221
2016-08-28,HHS Region 1,Season peak week,2017-02-05
2016-08-28,HHS Region 1,Season onset,2016-12-25
2016-09-04,HHS Region 1,1 wk ahead,0.579147
2016-09-04,HHS Region 1,2 wk ahead,0.602019
2016-09-04,HHS Region 1,3 wk ahead,0.572983
2016-09-04,HHS Region 1,4 wk ahead,0.747602
2016-09-04,HHS Region 1,Season peak percentage,3.19221
2016-09-04,HHS Region 1,Season peak week,2017-02-05
2016-09-04,HHS Region 1,Season onset,2016-12-25
2016-09-11,HHS Region 1,1 wk ahead,0.602019
2016-09-11,HHS Region 1,2 wk ahead,0.572983
2016-09-11,HHS Region 1,3 wk ahead,0.747602
2016-09-11,HHS Region 1,4 wk ahead,0.661232
2016-09-11,HHS Region 1,Season peak percentage,3.19221
2016-09-11,HHS Region 1,Season peak week,2017-02-05
2016-09-11,HHS Region 1,Season onset,2016-12-25
2016-09-18,HHS Region 1,1 wk ahead,0.572983
2016-09-18,HHS Region 1,2 wk ahead,0.747602
2016-09-18,HHS Region 1,3 wk ahead,0.661232
2016-09-18,HHS Region 1,4 wk ahead,0.728388
2016-09-18,HHS Region 1,Season peak percentage,3.19221
2016-09-18,HHS Region 1,Season peak week,2017-02-05
2016-09-18,HHS Region 1,Season onset,2016-12-25
2016-09-25,HHS Region 1,1 wk ahead,0.747602
2016-09-25,HHS Region 1,2 wk ahead,0.661232
2016-09-25,HHS Region 1,3 wk ahead,0.728388
2016-09-25,HHS Region 1,4 wk ahead,0.729991
2016-09-25,HHS Region 1,Season peak percentage,3.19221
2016-09-25,HHS Region 1,Season peak week,2017-02-05
2016-09-25,HHS Region 1,Season onset,2016-12-25
2016-10-02,HHS Region 1,1 wk ahead,0.661232
2016-10-02,HHS Region 1,2 wk ahead,0.728388
2016-10-02,HHS Region 1,3 wk ahead,0.729991
2016-10-02,HHS Region 1,4 wk ahead,0.930192
2016-10-02,HHS Region 1,Season peak percentage,3.19221
2016-10-02,HHS Region 1,Season peak week,2017-02-05
2016-10-02,HHS Region 1,Season onset,2016-12-25
2016-10-09,HHS Region 1,1 wk ahead,0.728388
2016-10-09,HHS Region 1,2 wk ahead,0.729991
2016-10-09,HHS Region 1,3 wk ahead,0.930192
2016-10-09,HHS Region 1,4 wk ahead,0.875043
2016-10-09,HHS Region 1,Season peak percentage,3.19221
2016-10-09,HHS Region 1,Season peak week,2017-02-05
2016-10-09,HHS Region 1,Season onset,2016-12-25
2016-10-16,HHS Region 1,1 wk ahead,0.729991
2016-10-16,HHS Region 1,2 wk ahead,0.930192
2016-10-16,HHS Region 1,3 wk ahead,0.875043
2016-10-16,HHS Region 1,4 wk ahead,0.905197
2016-10-16,HHS Region 1,Season peak percentage,3.19221
2016-10-16,HHS Region 1,Season peak week,2017-02-05
2016-10-16,HHS Region 1,Season onset,2016-12-25
2016-10-23,HHS Region 1,1 wk ahead,0.930192
2016-10-23,HHS Region 1,2 wk ahead,0.875043
2016-10-23,HHS Region 1,3 wk ahead,0.905197
2016-10-23,HHS Region 1,4 wk ahead,0.975827
2016-10-23,HHS Region 1,Season peak percentage,3.19221
2016-10-23,HHS Region 1,Season peak week,2017-02-05
2016-10-23,HHS Region 1,Season onset,2016-12-25
2016-10-30,HHS Region 1,1 wk ahead,0.875043
2016-10-30,HHS Region 1,2 wk ahead,0.905197
2016-10-30,HHS Region 1,3 wk ahead,0.975827
2016-10-30,HHS Region 1,4 wk ahead,0.872621
2016-10-30,HHS Region 1,Season peak percentage,3.19221
2016-10-30,HHS Region 1,Season peak week,2017-02-05
2016-10-30,HHS Region 1,Season onset,2016-12-25
2016-11-06,HHS Region 1,1 wk ahead,0.905197
2016-11-06,HHS Region 1,2 wk ahead,0.975827
2016-11-06,HHS Region 1,3 wk ahead,0.872621
2016-11-06,HHS Region 1,4 wk ahead,0.940337
2016-11-06,HHS Region 1,Season peak percentage,3.19221
2016-11-06,HHS Region 1,Season peak week,2017-02-05
2016-11-06,HHS Region 1,Season onset,2016-12-25
2016-11-13,HHS Region 1,1 wk ahead,0.975827
2016-11-13,HHS Region 1,2 wk ahead,0.872621
2016-11-13,HHS Region 1,3 wk ahead,0.940337
2016-11-13,HHS Region 1,4 wk ahead,1.04872
2016-11-13,HHS Region 1,Season peak percentage,3.19221
2016-11-13,HHS Region 1,Season peak week,2017-02-05
2016-11-13,HHS Region 1,Season onset,2016-12-25
2016-11-20,HHS Region 1,1 wk ahead,0.872621
2016-11-20,HHS Region 1,2 wk ahead,0.940337
2016-11-20,HHS Region 1,3 wk ahead,1.04872
2016-11-20,HHS Region 1,4 wk ahead,1.16982
2016-11-20,HHS Region 1,Season peak percentage,3.19221
2016-11-20,HHS Region 1,Season peak week,2017-02-05
2016-11-20,HHS Region 1,Season onset,2016-12-25
2016-11-27,HHS Region 1,1 wk ahead,0.940337
2016-11-27,HHS Region 1,2 wk ahead,1.04872
2016-11-27,HHS Region 1,3 wk ahead,1.16982
2016-11-27,HHS Region 1,4 wk ahead,1.41861
2016-11-27,HHS Region 1,Season peak percentage,3.19221
2016-11-27,HHS Region 1,Season peak week,2017-02-05
2016-11-27,HHS Region 1,Season onset,2016-12-25
2016-12-04,HHS Region 1,1 wk ahead,1.04872
2016-12-04,HHS Region 1,2 wk ahead,1.16982
2016-12-04,HHS Region 1,3 wk ahead,1.41861
2016-12-04,HHS Region 1,4 wk ahead,1.57644
2016-12-04,HHS Region 1,Season peak percentage,3.19221
2016-12-04,HHS Region 1,Season peak week,2017-02-05
2016-12-04,HHS Region 1,Season onset,2016-12-25
2016-12-11,HHS Region 1,1 wk ahead,1.16982
2016-12-11,HHS Region 1,2 wk ahead,1.41861
2016-12-11,HHS Region 1,3 wk ahead,1.57644
2016-12-11,HHS Region 1,4 wk ahead,1.52411
2016-12-11,HHS Region 1,Season peak percentage,3.19221
2016-12-11,HHS Region 1,Season peak week,2017-02-05
2016-12-11,HHS Region 1,Season onset,2016-12-25
2016-12-18,HHS Region 1,1 wk ahead,1.41861
2016-12-18,HHS Region 1,2 wk ahead,1.57644
2016-12-18,HHS Region 1,3 wk ahead,1.52411
2016-12-18,HHS Region 1,4 wk ahead,1.73987
2016-12-18,HHS Region 1,Season peak percentage,3.19221
2016-12-18,HHS Region 1,Season peak week,2017-02-05
2016-12-18,HHS Region 1,Season onset,2016-12-25
2016-12-25,HHS Region 1,1 wk ahead,1.57644
2016-12-25,HHS Region 1,2 wk ahead,1.52411
2016-12-25,HHS Region 1,3 wk ahead,1.73987
2016-12-25,HHS Region 1,4 wk ahead,2.06524
2016-12-25,HHS Region 1,Season peak percentage,3.19221
2016-12-25,HHS Region 1,Season peak week,2017-02-05
2016-12-25,HHS Region 1,Season onset,2016-12-25
2017-01-01,HHS Region 1,1 wk ahead,1.52411
2017-01-01,HHS Region 1,2 wk ahead,1.73987
2017-01-01,HHS Region 1,3 wk ahead,2.06524
2017-01-01,HHS Region 1,4 wk ahead,2.51375
2017-01-01,HHS Region 1,Season peak percentage,3.19221
2017-01-01,HHS Region 1,Season peak week,2017-02-05
2017-01-01,HHS Region 1,Season onset,2016-12-25
2017-01-08,HHS Region 1,1 wk ahead,1.73987
2017-01-08,HHS Region 1,2 wk ahead,2.06524
2017-01-08,HHS Region 1,3 wk ahead,2.51375
2017-01-08,HHS Region 1,4 wk ahead,3.19221
2017-01-08,HHS Region 1,Season peak percentage,3.19221
2017-01-08,HHS Region 1,Season peak week,2017-02-05
2017-01-08,HHS Region 1,Season onset,2016-12-25
2017-01-15,HHS Region 1,1 wk ahead,2.06524
2017-01-15,HHS Region 1,2 wk ahead,2.51375
2017-01-15,HHS Region 1,3 wk ahead,3.19221
2017-01-15,HHS Region 1,4 wk ahead,3.02522
2017-01-15,HHS Region 1,Season peak percentage,3.19221
2017-01-15,HHS Region 1,Season peak week,2017-02-05
2017-01-15,HHS Region 1,Season onset,2016-12-25
2017-01-22,HHS Region 1,1 wk ahead,2.51375
2017-01-22,HHS Region 1,2 wk ahead,3.19221
2017-01-22,HHS Region 1,3 wk ahead,3.02522
2017-01-22,HHS Region 1,4 wk ahead,3.04746
2017-01-22,HHS Region 1,Season peak percentage,3.19221
2017-01-22,HHS Region 1,Season peak week,2017-02-05
2017-01-22,HHS Region 1,Season onset,2016-12-25
2017-01-29,HHS Region 1,1 wk ahead,3.19221
2017-01-29,HHS Region 1,2 wk ahead,3.02522
2017-01-29,HHS Region 1,3 wk ahead,3.04746
2017-01-29,HHS Region 1,4 wk ahead,2.24694
2017-01-29,HHS Region 1,Season peak percentage,3.19221
2017-01-29,HHS Region 1,Season peak week,2017-02-05
2017-01-29,HHS Region 1,Season onset,2016-12-25
2017-02-05,HHS Region 1,1 wk ahead,3.02522
2017-02-05,HHS Region 1,2 wk ahead,3.04746
2017-02-05,HHS Region 1,3 wk ahead,2.24694
2017-02-05,HHS Region 1,4 wk ahead,2.12586
2017-02-05,HHS Region 1,Season peak percentage,3.19221
2017-02-05,HHS Region 1,Season peak week,2017-02-05
2017-02-05,HHS Region 1,Season onset,2016-12-25
