timezero,unit,target,value
2017-11-26,US National,4 wk ahead,5.71471
2017-11-26,US National,Season onset,2017-11-19
2017-12-03,US National,1 wk ahead,3.37224
2017-12-03,US National,2 wk ahead,4.74661
2017-12-03,US National,3 wk ahead,5.71471
2017-12-03,US National,4 wk ahead,5.77012
2017-12-03,US National,Season onset,2017-11-19
2017-12-10,US National,1 wk ahead,4.74661
2017-12-10,US National,2 wk ahead,5.71471
2017-12-10,US National,3 wk ahead,5.77012
2017-12-10,US National,4 wk ahead,5.92444
2017-12-10,US National,Season onset,2017-11-19
2017-12-17,US National,1 wk ahead,5.71471
2017-12-17,US National,2 wk ahead,5.77012
2017-12-17,US National,3 wk ahead,5.92444
2017-12-17,US National,4 wk ahead,6.53335
2017-12-17,US National,Season onset,2017-11-19
2017-12-24,US National,1 wk ahead,5.77012
2017-12-24,US National,2 wk ahead,5.92444
2017-12-24,US National,3 wk ahead,6.53335
2017-12-24,US National,4 wk ahead,7.16325
2017-12-24,US National,Season onset,2017-11-19
2017-12-31,US National,1 wk ahead,5.92444
2017-12-31,US National,2 wk ahead,6.53335
2017-12-31,US National,3 wk ahead,7.16325
2017-12-31,US National,4 wk ahead,7.49592
2017-12-31,US National,Season onset,2017-11-19
2018-01-07,US National,1 wk ahead,6.53335
2018-01-07,US National,2 wk ahead,7.16325
2018-01-07,US National,3 wk ahead,7.49592
2018-01-07,US National,4 wk ahead,7.36699
2018-01-07,US National,Season onset,2017-11-19
2018-01-14,US National,1 wk ahead,7.16325
2018-01-14,US National,2 wk ahead,7.49592
2018-01-14,US National,3 wk ahead,7.36699
2018-01-14,US National,4 wk ahead,6.42946
2018-01-14,US National,Season onset,2017-11-19
2018-01-21,US National,1 wk ahead,7.49592
2018-01-21,US National,2 wk ahead,7.36699
2018-01-21,US National,3 wk ahead,6.42946
2018-01-21,US National,4 wk ahead,4.93283
2018-01-21,US National,Season onset,2017-11-19
2018-01-28,US National,1 wk ahead,7.36699
2018-01-28,US National,2 wk ahead,6.42946
2018-01-28,US National,3 wk ahead,4.93283
2018-01-28,US National,4 wk ahead,3.71249
2018-01-28,US National,Season onset,2017-11-19
2018-02-04,US National,1 wk ahead,6.42946
2018-02-04,US National,2 wk ahead,4.93283
2018-02-04,US National,3 wk ahead,3.71249
2018-02-04,US National,4 wk ahead,3.17664
2018-02-04,US National,Season onset,2017-11-19
2018-02-11,US National,1 wk ahead,4.93283
2018-02-11,US National,2 wk ahead,3.71249
2018-02-11,US National,3 wk ahead,3.17664
2018-02-11,US National,4 wk ahead,2.77281
2018-02-11,US National,Season onset,2017-11-19
2018-02-18,US National,1 wk ahead,3.71249
2018-02-18,US National,2 wk ahead,3.17664
2018-02-18,US National,3 wk ahead,2.77281
2018-02-18,US National,4 wk ahead,2.4799
2018-02-18,US National,Season onset,2017-11-19
2018-02-25,US National,1 wk ahead,3.17664
2018-02-25,US National,2 wk ahead,2.77281
2018-02-25,US National,3 wk ahead,2.4799
2018-02-25,US National,4 wk ahead,2.39999
2018-02-25,US National,Season onset,2017-11-19
2018-03-04,US National,1 wk ahead,2.77281
2018-03-04,US National,2 wk ahead,2.4799
2018-03-04,US National,3 wk ahead,2.39999
2018-03-04,US National,4 wk ahead,2.0691
2018-03-04,US National,Season onset,2017-11-19
2018-03-11,US National,1 wk ahead,2.4799
2018-03-11,US National,2 wk ahead,2.39999
2018-03-11,US National,3 wk ahead,2.0691
2018-03-11,US National,4 wk ahead,1.79553
2018-03-11,US National,Season onset,2017-11-19
2018-03-18,US National,1 wk ahead,2.39999
2018-03-18,US National,2 wk ahead,2.0691
2018-03-18,US National,3 wk ahead,1.79553
2018-03-18,US National,4 wk ahead,1.61508
2018-03-18,US National,Season onset,2017-11-19
2018-03-25,US National,1 wk ahead,2.0691
2018-03-25,US National,2 wk ahead,1.79553
2018-03-25,US National,3 wk ahead,1.61508
2018-03-25,US National,4 wk ahead,1.5342
2018-03-25,US National,Season onset,2017-11-19
2018-04-01,US National,1 wk ahead,1.79553
2018-04-01,US National,2 wk ahead,1.61508
2018-04-01,US National,3 wk ahead,1.5342
2018-04-01,US National,4 wk ahead,1.54622
2018-04-01,US National,Season onset,2017-11-19
2018-04-08,US National,1 wk ahead,1.61508
2018-04-08,US National,2 wk ahead,1.5342
2018-04-08,US National,3 wk ahead,1.54622
2018-04-08,US National,Season onset,2017-11-19
2018-04-15,US National,1 wk ahead,1.5342
2018-04-15,US National,2 wk ahead,1.54622
2018-04-15,US National,Season onset,2017-11-19
2018-04-22,US National,1 wk ahead,1.54622
2018-04-22,US National,Season onset,2017-11-19
2018-04-29,US National,Season onset,2017-11-19
2018-05-06,US National,Season onset,2017-11-19
2018-05-13,US National,Season onset,2017-11-19
2018-05-20,US National,Season onset,2017-11-19
2018-05-27,US National,Season onset,2017-11-19
2018-06-03,US National,Season onset,2017-11-19
2018-06-10,US National,Season onset,2017-11-19
2018-06-17,US National,Season onset,2017-11-19
2018-06-24,US National,Season onset,2017-11-19
2018-07-01,US National,Season onset,2017-11-19
2018-07-08,US National,Season onset,2017-11-19
2018-07-15,US National,Season onset,2017-11-19
2017-07-23,HHS Region 1,1 wk ahead,0.303222
2017-07-23,HHS Region 1,2 wk ahead,0.286054
2017-07-23,HHS Region 1,3 wk ahead,0.341359
2017-07-23,HHS Region 1,4 wk ahead,0.325429
2017-07-23,HHS Region 1,Season onset,2017-11-19
2017-07-30,HHS Region 1,1 wk ahead,0.286054
2017-07-30,HHS Region 1,2 wk ahead,0.341359
2017-07-30,HHS Region 1,3 wk ahead,0.325429
2017-07-30,HHS Region 1,4 wk ahead,0.339203
2017-07-30,HHS Region 1,Season onset,2017-11-19
2017-08-06,HHS Region 1,1 wk ahead,0.341359
2017-08-06,HHS Region 1,2 wk ahead,0.325429
2017-08-06,HHS Region 1,3 wk ahead,0.339203
2017-08-06,HHS Region 1,4 wk ahead,0.289899
2017-08-06,HHS Region 1,Season onset,2017-11-19
2017-08-13,HHS Region 1,1 wk ahead,0.325429
2017-08-13,HHS Region 1,2 wk ahead,0.339203
2017-08-13,HHS Region 1,3 wk ahead,0.289899
2017-08-13,HHS Region 1,4 wk ahead,0.469752
2017-08-13,HHS Region 1,Season onset,2017-11-19
2017-08-20,HHS Region 1,1 wk ahead,0.339203
2017-08-20,HHS Region 1,2 wk ahead,0.289899
2017-08-20,HHS Region 1,3 wk ahead,0.469752
2017-08-20,HHS Region 1,4 wk ahead,0.441854
2017-08-20,HHS Region 1,Season onset,2017-11-19
2017-08-27,HHS Region 1,1 wk ahead,0.289899
2017-08-27,HHS Region 1,2 wk ahead,0.469752
2017-08-27,HHS Region 1,3 wk ahead,0.441854
2017-08-27,HHS Region 1,4 wk ahead,0.467866
2017-08-27,HHS Region 1,Season onset,2017-11-19
2017-09-03,HHS Region 1,1 wk ahead,0.469752
2017-09-03,HHS Region 1,2 wk ahead,0.441854
2017-09-03,HHS Region 1,3 wk ahead,0.467866
2017-09-03,HHS Region 1,4 wk ahead,0.719043
2017-09-03,HHS Region 1,Season onset,2017-11-19
2017-09-10,HHS Region 1,1 wk ahead,0.441854
2017-09-10,HHS Region 1,2 wk ahead,0.467866
2017-09-10,HHS Region 1,3 wk ahead,0.719043
2017-09-10,HHS Region 1,4 wk ahead,0.802789
2017-09-10,HHS Region 1,Season onset,2017-11-19
2017-09-17,HHS Region 1,1 wk ahead,0.467866
2017-09-17,HHS Region 1,2 wk ahead,0.719043
2017-09-17,HHS Region 1,3 wk ahead,0.802789
2017-09-17,HHS Region 1,4 wk ahead,0.818709
2017-09-17,HHS Region 1,Season onset,2017-11-19
2017-09-24,HHS Region 1,1 wk ahead,0.719043
2017-09-24,HHS Region 1,2 wk ahead,0.802789
2017-09-24,HHS Region 1,3 wk ahead,0.818709
2017-09-24,HHS Region 1,4 wk ahead,0.976353
2017-09-24,HHS Region 1,Season onset,2017-11-19
2017-10-01,HHS Region 1,1 wk ahead,0.802789
2017-10-01,HHS Region 1,2 wk ahead,0.818709
2017-10-01,HHS Region 1,3 wk ahead,0.976353
2017-10-01,HHS Region 1,4 wk ahead,0.954496
2017-10-01,HHS Region 1,Season onset,2017-11-19
2017-10-08,HHS Region 1,1 wk ahead,0.818709
2017-10-08,HHS Region 1,2 wk ahead,0.976353
2017-10-08,HHS Region 1,3 wk ahead,0.954496
2017-10-08,HHS Region 1,4 wk ahead,1.08602
2017-10-08,HHS Region 1,Season onset,2017-11-19
2017-10-15,HHS Region 1,1 wk ahead,0.976353
2017-10-15,HHS Region 1,2 wk ahead,0.954496
2017-10-15,HHS Region 1,3 wk ahead,1.08602
2017-10-15,HHS Region 1,4 wk ahead,1.19528
2017-10-15,HHS Region 1,Season onset,2017-11-19
2017-10-22,HHS Region 1,1 wk ahead,0.954496
2017-10-22,HHS Region 1,2 wk ahead,1.08602
2017-10-22,HHS Region 1,3 wk ahead,1.19528
2017-10-22,HHS Region 1,4 wk ahead,1.60758
2017-10-22,HHS Region 1,Season onset,2017-11-19
2017-10-29,HHS Region 1,1 wk ahead,1.08602
2017-10-29,HHS Region 1,2 wk ahead,1.19528
2017-10-29,HHS Region 1,3 wk ahead,1.60758
2017-10-29,HHS Region 1,4 wk ahead,1.54422
2017-10-29,HHS Region 1,Season onset,2017-11-19
2017-11-05,HHS Region 1,1 wk ahead,1.19528
2017-11-05,HHS Region 1,2 wk ahead,1.60758
2017-11-05,HHS Region 1,3 wk ahead,1.54422
2017-11-05,HHS Region 1,4 wk ahead,1.66318
2017-11-05,HHS Region 1,Season onset,2017-11-19
2017-11-12,HHS Region 1,1 wk ahead,1.60758
2017-11-12,HHS Region 1,2 wk ahead,1.54422
2017-11-12,HHS Region 1,3 wk ahead,1.66318
2017-11-12,HHS Region 1,4 wk ahead,1.80378
2017-11-12,HHS Region 1,Season onset,2017-11-19
2017-11-19,HHS Region 1,1 wk ahead,1.54422
2017-11-19,HHS Region 1,2 wk ahead,1.66318
2017-11-19,HHS Region 1,3 wk ahead,1.80378
2017-11-19,HHS Region 1,4 wk ahead,2.25236
2017-11-19,HHS Region 1,Season onset,2017-11-19
2017-11-26,HHS Region 1,1 wk ahead,1.66318
2017-11-26,HHS Region 1,2 wk ahead,1.80378
2017-11-26,HHS Region 1,3 wk ahead,2.25236
2017-11-26,HHS Region 1,4 wk ahead,2.84524
2017-11-26,HHS Region 1,Season onset,2017-11-19
2017-12-03,HHS Region 1,1 wk ahead,1.80378
2017-12-03,HHS Region 1,2 wk ahead,2.25236
2017-12-03,HHS Region 1,3 wk ahead,2.84524
2017-12-03,HHS Region 1,4 wk ahead,2.94419
2017-12-03,HHS Region 1,Season onset,2017-11-19
2017-12-10,HHS Region 1,1 wk ahead,2.25236
2017-12-10,HHS Region 1,2 wk ahead,2.84524
2017-12-10,HHS Region 1,3 wk ahead,2.94419
2017-12-10,HHS Region 1,4 wk ahead,2.88543
2017-12-10,HHS Region 1,Season onset,2017-11-19
2017-12-17,HHS Region 1,1 wk ahead,2.84524
2017-12-17,HHS Region 1,2 wk ahead,2.94419
2017-12-17,HHS Region 1,3 wk ahead,2.88543
2017-12-17,HHS Region 1,4 wk ahead,3.74414
2017-12-17,HHS Region 1,Season onset,2017-11-19
2017-12-24,HHS Region 1,1 wk ahead,2.94419
2017-12-24,HHS Region 1,2 wk ahead,2.88543
2017-12-24,HHS Region 1,3 wk ahead,3.74414
2017-12-24,HHS Region 1,4 wk ahead,4.33013
2017-12-24,HHS Region 1,Season onset,2017-11-19
2017-12-31,HHS Region 1,1 wk ahead,2.88543
2017-12-31,HHS Region 1,2 wk ahead,3.74414
2017-12-31,HHS Region 1,3 wk ahead,4.33013
2017-12-31,HHS Region 1,4 wk ahead,5.23809
2017-12-31,HHS Region 1,Season onset,2017-11-19
2018-01-07,HHS Region 1,1 wk ahead,3.74414
2018-01-07,HHS Region 1,2 wk ahead,4.33013
2018-01-07,HHS Region 1,3 wk ahead,5.23809
2018-01-07,HHS Region 1,4 wk ahead,5.81607
2018-01-07,HHS Region 1,Season onset,2017-11-19
2018-01-14,HHS Region 1,1 wk ahead,4.33013
2018-01-14,HHS Region 1,2 wk ahead,5.23809
2018-01-14,HHS Region 1,3 wk ahead,5.81607
2018-01-14,HHS Region 1,4 wk ahead,5.31225
2018-01-14,HHS Region 1,Season onset,2017-11-19
2018-01-21,HHS Region 1,1 wk ahead,5.23809
2018-01-21,HHS Region 1,2 wk ahead,5.81607
2018-01-21,HHS Region 1,3 wk ahead,5.31225
2018-01-21,HHS Region 1,4 wk ahead,4.43902
2018-01-21,HHS Region 1,Season onset,2017-11-19
2018-01-28,HHS Region 1,1 wk ahead,5.81607
2018-01-28,HHS Region 1,2 wk ahead,5.31225
2018-01-28,HHS Region 1,3 wk ahead,4.43902
2018-01-28,HHS Region 1,4 wk ahead,3.44823
2018-01-28,HHS Region 1,Season onset,2017-11-19
2018-02-04,HHS Region 1,1 wk ahead,5.31225
2018-02-04,HHS Region 1,2 wk ahead,4.43902
2018-02-04,HHS Region 1,3 wk ahead,3.44823
2018-02-04,HHS Region 1,4 wk ahead,2.5545
2018-02-04,HHS Region 1,Season onset,2017-11-19
2018-02-11,HHS Region 1,1 wk ahead,4.43902
2018-02-11,HHS Region 1,2 wk ahead,3.44823
2018-02-11,HHS Region 1,3 wk ahead,2.5545
2018-02-11,HHS Region 1,4 wk ahead,2.44589
2018-02-11,HHS Region 1,Season onset,2017-11-19
2018-02-18,HHS Region 1,1 wk ahead,3.44823
2018-02-18,HHS Region 1,2 wk ahead,2.5545
2018-02-18,HHS Region 1,3 wk ahead,2.44589
2018-02-18,HHS Region 1,4 wk ahead,2.08479
2018-02-18,HHS Region 1,Season onset,2017-11-19
2018-02-25,HHS Region 1,1 wk ahead,2.5545
2018-02-25,HHS Region 1,2 wk ahead,2.44589
2018-02-25,HHS Region 1,3 wk ahead,2.08479
2018-02-25,HHS Region 1,4 wk ahead,2.18102
2018-02-25,HHS Region 1,Season onset,2017-11-19
2018-03-04,HHS Region 1,1 wk ahead,2.44589
2018-03-04,HHS Region 1,2 wk ahead,2.08479
2018-03-04,HHS Region 1,3 wk ahead,2.18102
2018-03-04,HHS Region 1,4 wk ahead,2.02512
2018-03-04,HHS Region 1,Season onset,2017-11-19
2018-03-11,HHS Region 1,1 wk ahead,2.08479
2018-03-11,HHS Region 1,2 wk ahead,2.18102
2018-03-11,HHS Region 1,3 wk ahead,2.02512
2018-03-11,HHS Region 1,4 wk ahead,1.89034
2018-03-11,HHS Region 1,Season onset,2017-11-19
2018-03-18,HHS Region 1,1 wk ahead,2.18102
2018-03-18,HHS Region 1,2 wk ahead,2.02512
2018-03-18,HHS Region 1,3 wk ahead,1.89034
2018-03-18,HHS Region 1,4 wk ahead,1.70864
2018-03-18,HHS Region 1,Season onset,2017-11-19
2018-03-25,HHS Region 1,1 wk ahead,2.02512
2018-03-25,HHS Region 1,2 wk ahead,1.89034
2018-03-25,HHS Region 1,3 wk ahead,1.70864
2018-03-25,HHS Region 1,4 wk ahead,1.47214
2018-03-25,HHS Region 1,Season onset,2017-11-19
2018-04-01,HHS Region 1,1 wk ahead,1.89034
2018-04-01,HHS Region 1,2 wk ahead,1.70864
2018-04-01,HHS Region 1,3 wk ahead,1.47214
2018-04-01,HHS Region 1,4 wk ahead,1.31018
2018-04-01,HHS Region 1,Season onset,2017-11-19
2018-04-08,HHS Region 1,1 wk ahead,1.70864
2018-04-08,HHS Region 1,2 wk ahead,1.47214
2018-04-08,HHS Region 1,3 wk ahead,1.31018
2018-04-08,HHS Region 1,Season onset,2017-11-19
2018-04-15,HHS Region 1,1 wk ahead,1.47214
2018-04-15,HHS Region 1,2 wk ahead,1.31018
2018-04-15,HHS Region 1,Season onset,2017-11-19
2018-04-22,HHS Region 1,1 wk ahead,1.31018
2018-04-22,HHS Region 1,Season onset,2017-11-19
2018-04-29,HHS Region 1,Season onset,2017-11-19
2018-05-06,HHS Region 1,Season onset,2017-11-19
2018-05-13,HHS Region 1,Season onset,2017-11-19
2018-05-20,HHS Region 1,Season onset,2017-11-19
2018-05-27,HHS Region 1,Season onset,2017-11-19
2018-06-03,HHS Region 1,Season onset,2017-11-19
2018-06-10,HHS Region 1,Season onset,2017-11-19
2018-06-17,HHS Region 1,Season onset,2017-11-19
2018-06-24,HHS Region 1,Season onset,2017-11-19
2018-07-01,HHS Region 1,Season onset,2017-11-19
2018-07-08,HHS Region 1,Season onset,2017-11-19
2018-07-15,HHS Region 1,Season onset,2017-11-19
2017-07-23,HHS Region 2,1 wk ahead,1.32634
2017-07-23,HHS Region 2,2 wk ahead,1.34713
2017-07-23,HHS Region 2,3 wk ahead,1.15738
2017-07-23,HHS Region 2,4 wk ahead,1.41483
2017-07-23,HHS Region 2,Season onset,2017-12-03
2017-07-30,HHS Region 2,1 wk ahead,1.34713
2017-07-30,HHS Region 2,2 wk ahead,1.15738
2017-07-30,HHS Region 2,3 wk ahead,1.41483
2017-07-30,HHS Region 2,4 wk ahead,1.32425
2017-07-30,HHS Region 2,Season onset,2017-12-03
2017-08-06,HHS Region 2,1 wk ahead,1.15738
2017-08-06,HHS Region 2,2 wk ahead,1.41483
2017-08-06,HHS Region 2,3 wk ahead,1.32425
2017-08-06,HHS Region 2,4 wk ahead,1.46271
2017-08-06,HHS Region 2,Season onset,2017-12-03
2017-08-13,HHS Region 2,1 wk ahead,1.41483
2017-08-13,HHS Region 2,2 wk ahead,1.32425
2017-08-13,HHS Region 2,3 wk ahead,1.46271
2017-08-13,HHS Region 2,4 wk ahead,1.41239
2017-08-13,HHS Region 2,Season onset,2017-12-03
2017-08-20,HHS Region 2,1 wk ahead,1.32425
2017-08-20,HHS Region 2,2 wk ahead,1.46271
2017-08-20,HHS Region 2,3 wk ahead,1.41239
2017-08-20,HHS Region 2,4 wk ahead,1.5084
2017-08-20,HHS Region 2,Season onset,2017-12-03
2017-08-27,HHS Region 2,1 wk ahead,1.46271
2017-08-27,HHS Region 2,2 wk ahead,1.41239
2017-08-27,HHS Region 2,3 wk ahead,1.5084
2017-08-27,HHS Region 2,4 wk ahead,1.55442
2017-08-27,HHS Region 2,Season onset,2017-12-03
2017-09-03,HHS Region 2,1 wk ahead,1.41239
2017-09-03,HHS Region 2,2 wk ahead,1.5084
2017-09-03,HHS Region 2,3 wk ahead,1.55442
2017-09-03,HHS Region 2,4 wk ahead,1.52964
2017-09-03,HHS Region 2,Season onset,2017-12-03
2017-09-10,HHS Region 2,1 wk ahead,1.5084
2017-09-10,HHS Region 2,2 wk ahead,1.55442
2017-09-10,HHS Region 2,3 wk ahead,1.52964
2017-09-10,HHS Region 2,4 wk ahead,1.63699
2017-09-10,HHS Region 2,Season onset,2017-12-03
2017-09-17,HHS Region 2,1 wk ahead,1.55442
2017-09-17,HHS Region 2,2 wk ahead,1.52964
2017-09-17,HHS Region 2,3 wk ahead,1.63699
2017-09-17,HHS Region 2,4 wk ahead,1.86708
2017-09-17,HHS Region 2,Season onset,2017-12-03
2017-09-24,HHS Region 2,1 wk ahead,1.52964
2017-09-24,HHS Region 2,2 wk ahead,1.63699
2017-09-24,HHS Region 2,3 wk ahead,1.86708
2017-09-24,HHS Region 2,4 wk ahead,2.09091
2017-09-24,HHS Region 2,Season onset,2017-12-03
2017-10-01,HHS Region 2,1 wk ahead,1.63699
2017-10-01,HHS Region 2,2 wk ahead,1.86708
2017-10-01,HHS Region 2,3 wk ahead,2.09091
2017-10-01,HHS Region 2,4 wk ahead,2.41627
2017-10-01,HHS Region 2,Season onset,2017-12-03
2017-10-08,HHS Region 2,1 wk ahead,1.86708
2017-10-08,HHS Region 2,2 wk ahead,2.09091
2017-10-08,HHS Region 2,3 wk ahead,2.41627
2017-10-08,HHS Region 2,4 wk ahead,2.39732
2017-10-08,HHS Region 2,Season onset,2017-12-03
2017-10-15,HHS Region 2,1 wk ahead,2.09091
2017-10-15,HHS Region 2,2 wk ahead,2.41627
2017-10-15,HHS Region 2,3 wk ahead,2.39732
2017-10-15,HHS Region 2,4 wk ahead,2.828
2017-10-15,HHS Region 2,Season onset,2017-12-03
2017-10-22,HHS Region 2,1 wk ahead,2.41627
2017-10-22,HHS Region 2,2 wk ahead,2.39732
2017-10-22,HHS Region 2,3 wk ahead,2.828
2017-10-22,HHS Region 2,4 wk ahead,2.83733
2017-10-22,HHS Region 2,Season onset,2017-12-03
2017-10-29,HHS Region 2,1 wk ahead,2.39732
2017-10-29,HHS Region 2,2 wk ahead,2.828
2017-10-29,HHS Region 2,3 wk ahead,2.83733
2017-10-29,HHS Region 2,4 wk ahead,2.97265
2017-10-29,HHS Region 2,Season onset,2017-12-03
2017-11-05,HHS Region 2,1 wk ahead,2.828
2017-11-05,HHS Region 2,2 wk ahead,2.83733
2017-11-05,HHS Region 2,3 wk ahead,2.97265
2017-11-05,HHS Region 2,4 wk ahead,3.15216
2017-11-05,HHS Region 2,Season onset,2017-12-03
2017-11-12,HHS Region 2,1 wk ahead,2.83733
2017-11-12,HHS Region 2,2 wk ahead,2.97265
2017-11-12,HHS Region 2,3 wk ahead,3.15216
2017-11-12,HHS Region 2,4 wk ahead,3.59161
2017-11-12,HHS Region 2,Season onset,2017-12-03
2017-11-19,HHS Region 2,1 wk ahead,2.97265
2017-11-19,HHS Region 2,2 wk ahead,3.15216
2017-11-19,HHS Region 2,3 wk ahead,3.59161
2017-11-19,HHS Region 2,4 wk ahead,4.3243
2017-11-19,HHS Region 2,Season onset,2017-12-03
2017-11-26,HHS Region 2,1 wk ahead,3.15216
2017-11-26,HHS Region 2,2 wk ahead,3.59161
2017-11-26,HHS Region 2,3 wk ahead,4.3243
2017-11-26,HHS Region 2,4 wk ahead,4.52747
2017-11-26,HHS Region 2,Season onset,2017-12-03
2017-12-03,HHS Region 2,1 wk ahead,3.59161
2017-12-03,HHS Region 2,2 wk ahead,4.3243
2017-12-03,HHS Region 2,3 wk ahead,4.52747
2017-12-03,HHS Region 2,4 wk ahead,4.93792
2017-12-03,HHS Region 2,Season onset,2017-12-03
2017-12-10,HHS Region 2,1 wk ahead,4.3243
2017-12-10,HHS Region 2,2 wk ahead,4.52747
2017-12-10,HHS Region 2,3 wk ahead,4.93792
2017-12-10,HHS Region 2,4 wk ahead,5.89362
2017-12-10,HHS Region 2,Season onset,2017-12-03
2017-12-17,HHS Region 2,1 wk ahead,4.52747
2017-12-17,HHS Region 2,2 wk ahead,4.93792
2017-12-17,HHS Region 2,3 wk ahead,5.89362
2017-12-17,HHS Region 2,4 wk ahead,6.831
2017-12-17,HHS Region 2,Season onset,2017-12-03
2017-12-24,HHS Region 2,1 wk ahead,4.93792
2017-12-24,HHS Region 2,2 wk ahead,5.89362
2017-12-24,HHS Region 2,3 wk ahead,6.831
2017-12-24,HHS Region 2,4 wk ahead,8.44625
2017-12-24,HHS Region 2,Season onset,2017-12-03
2017-12-31,HHS Region 2,1 wk ahead,5.89362
2017-12-31,HHS Region 2,2 wk ahead,6.831
2017-12-31,HHS Region 2,3 wk ahead,8.44625
2017-12-31,HHS Region 2,4 wk ahead,9.84631
2017-12-31,HHS Region 2,Season onset,2017-12-03
2018-01-07,HHS Region 2,1 wk ahead,6.831
2018-01-07,HHS Region 2,2 wk ahead,8.44625
2018-01-07,HHS Region 2,3 wk ahead,9.84631
2018-01-07,HHS Region 2,4 wk ahead,10.3506
2018-01-07,HHS Region 2,Season onset,2017-12-03
2018-01-14,HHS Region 2,1 wk ahead,8.44625
2018-01-14,HHS Region 2,2 wk ahead,9.84631
2018-01-14,HHS Region 2,3 wk ahead,10.3506
